customer_id,risk_segment,churn_probability,likely_drivers,recommended_action,retention_priority
6625-FLENO,low,0.0115,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2967-MXRAV,low,0.0501,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7963-GQRMY,low,0.3774,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8189-HBVRW,low,0.2183,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4163-KIUHY,low,0.1023,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1228-FZFRV,low,0.3149,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3500-NSDOA,low,0.0323,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1171-TYKUR,low,0.0914,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3761-FLYZI,low,0.3351,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2058-DCJBE,medium,0.6136,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5364-XYIRR,medium,0.4707,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4829-AUOAX,low,0.3268,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1219-NNDDO,medium,0.6568,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8388-DMKAE,low,0.0181,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4403-BWPAY,low,0.0508,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9659-QEQSY,low,0.3539,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5405-ZMYXQ,medium,0.5706,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5047-LHVLY,medium,0.6392,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
1442-OKRJE,low,0.2352,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4737-AQCPU,low,0.0070,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9158-VCTQB,low,0.3813,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2808-CHTDM,low,0.0149,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6311-UEUME,medium,0.5456,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0793-TWELN,medium,0.6786,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3283-WCWXT,low,0.0196,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1060-ENTOF,low,0.1873,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0999-QXNSA,medium,0.4050,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5451-MHQOF,low,0.0267,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4836-WNFNO,low,0.0056,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9225-BZLNZ,low,0.0218,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0354-VXMJC,low,0.0120,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4422-QVIJA,low,0.1297,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9365-SRSZE,low,0.3746,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6839-ITVZJ,low,0.2206,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8332-OSJDW,low,0.0450,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4735-BJKOU,low,0.0136,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0274-JKUJR,low,0.1515,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5740-YHGTW,low,0.2789,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8917-SZTTJ,low,0.0107,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1696-MZVAU,low,0.1039,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7359-WWYJV,low,0.0235,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0375-HVGXO,medium,0.6682,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4906-ZHGPK,low,0.1005,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8593-WHYHV,high,0.7442,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
3795-GWTRD,low,0.0171,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1298-PHBTI,low,0.0786,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6223-DHJGV,low,0.0315,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6961-MJKBO,low,0.0144,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6097-EQISJ,low,0.2422,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4423-YLHDV,medium,0.5855,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8158-WPEZG,low,0.3401,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0107-YHINA,high,0.9048,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
4918-FYJNT,low,0.1785,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0727-BNRLG,low,0.0678,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4854-CIDCF,medium,0.5341,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8640-SDGKB,low,0.2900,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3280-MRDOF,low,0.0317,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6435-SRWBJ,medium,0.5658,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9964-WBQDJ,low,0.0080,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6303-KFWSL,low,0.1218,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1702-CCFNJ,low,0.1192,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8932-CZHRQ,low,0.0545,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0386-CWRGM,low,0.0100,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5515-RUGKN,low,0.3339,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0404-AHASP,low,0.0050,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7279-NMVJC,low,0.0423,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2081-VEYEH,high,0.7042,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
6407-UTSLV,high,0.7367,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
4116-TZAQJ,medium,0.5284,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9060-HJJRW,low,0.1031,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2587-YNLES,low,0.0191,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7398-SKNQZ,medium,0.6422,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5935-FCCNB,medium,0.6351,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
1958-RNRKS,low,0.1764,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5136-RGMZO,low,0.2394,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8345-MVDYC,low,0.0179,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8226-BXGES,low,0.0546,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3877-JRJIP,high,0.7288,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
8375-DKEBR,high,0.8637,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
9705-IOVQQ,low,0.1733,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1015-OWJKI,low,0.1857,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7511-YMXVQ,medium,0.4329,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2040-XBAVJ,low,0.0247,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7551-JOHTI,low,0.3083,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8887-IPQNC,low,0.3288,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8646-JCOMS,low,0.0987,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9804-ICWBG,high,0.8174,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
1222-KJNZD,low,0.0746,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0106-GHRQR,low,0.2230,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5318-IXUZF,high,0.7133,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
3768-VHXQO,low,0.0131,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8952-WCVCD,low,0.2755,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2418-TPEUN,low,0.0139,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3963-RYFNS,low,0.0239,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3198-VELRD,high,0.7123,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
8540-ZQGEA,low,0.0139,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1320-REHCS,medium,0.4983,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4137-JOPHL,low,0.0302,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9436-ZBZCT,medium,0.6201,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7801-CEDNV,low,0.0683,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2057-BOYKM,low,0.0160,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3658-QQJYD,low,0.0769,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1803-BGNBD,low,0.3524,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0134-XWXCE,low,0.0638,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6950-TWMYB,low,0.0440,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5848-FHRFC,low,0.0125,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2243-FNMMI,low,0.0505,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2511-MORQY,low,0.0770,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5356-KZCKT,low,0.0122,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9470-XCCEM,medium,0.4008,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6519-CFDBX,medium,0.6376,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3902-MIVLE,low,0.0156,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0409-WTMPL,low,0.2409,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8763-KIAFH,low,0.0280,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3669-WHAFY,low,0.0439,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3055-VTCGS,low,0.0491,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3144-KMTWZ,low,0.1755,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7279-BUYWN,medium,0.6073,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7156-MHUGY,high,0.7030,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
7198-GLXTC,medium,0.6404,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2007-QVGAW,low,0.0103,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5207-PLSTK,medium,0.5246,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2307-FYNNL,low,0.1316,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5605-XNWEN,low,0.0074,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2155-AMQRX,low,0.1529,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6181-AXXYF,low,0.0054,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5091-HFAZW,high,0.7094,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
0516-VRYBW,low,0.0412,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2519-LBNQL,low,0.2718,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8623-ULFNQ,low,0.2502,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8380-PEFPE,high,0.8168,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
5687-DKDTV,low,0.1133,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1568-LJSZU,low,0.0244,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7530-HDYDS,low,0.3034,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7789-HKSBS,low,0.3092,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7416-CKTEP,low,0.0140,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2586-CWXVV,low,0.1777,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3096-IZETN,medium,0.4261,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2348-KCJLT,low,0.0577,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8401-EMUWF,low,0.1887,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4193-IBKSW,low,0.0057,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5377-NDTOU,low,0.0117,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5922-ABDVO,low,0.3009,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2474-LCNUE,low,0.1653,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0839-QNXME,low,0.0107,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3506-OVLKD,low,0.0386,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9172-ANCRX,high,0.8355,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
6650-VJONK,medium,0.5745,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2178-PMGCJ,low,0.3599,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7492-TAFJD,low,0.0317,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2773-MADBQ,low,0.0169,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6016-LVTJQ,low,0.0521,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7860-KSUGX,low,0.0075,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8966-KZXXA,low,0.0159,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6910-HADCM,high,0.7298,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
4816-LXZYW,medium,0.5034,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9606-PBKBQ,medium,0.5505,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5149-QYTTU,low,0.0547,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2070-XYMFH,low,0.3634,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2085-BOJKI,low,0.2565,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0817-HSUSE,medium,0.5310,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5442-PPTJY,low,0.0177,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1927-QEWMY,low,0.0049,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1663-MHLHE,low,0.1600,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5663-QBGIS,low,0.0525,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4450-MDZFX,low,0.1591,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6701-DHKWQ,low,0.0215,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7554-AKDQF,low,0.2949,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3536-IQCTX,medium,0.4157,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4911-BANWH,medium,0.4256,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8496-EJAUI,low,0.3723,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0794-YVSGE,low,0.0057,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5423-BHIXO,low,0.2548,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6908-VVYHM,low,0.3834,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2959-EEXWB,low,0.1662,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1839-UMACK,low,0.0445,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3030-YDNRM,medium,0.6357,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7321-KKSDU,low,0.0116,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3402-XRIUO,low,0.2019,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3132-TVFDZ,low,0.3525,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8286-AFUYI,medium,0.5621,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8080-DDEMJ,medium,0.6851,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8356-WUAOJ,medium,0.6682,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6365-MTGZX,medium,0.5375,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
1349-WXNGG,low,0.2863,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8058-DMYRU,medium,0.4764,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9350-ZXYJC,low,0.0220,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6990-YNRIO,low,0.1338,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8958-JPTRR,low,0.0331,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6959-GQEGV,low,0.1888,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3173-WSSUE,low,0.0078,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1265-HVPZB,low,0.0377,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4115-UMJFQ,low,0.0931,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7369-TRPFD,low,0.0171,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1098-KFQEC,low,0.0116,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7190-XHTWJ,low,0.0152,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0621-TWIEM,medium,0.4133,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3537-RYBHH,low,0.1509,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2485-ITVKB,medium,0.6066,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3669-OYSJI,medium,0.5421,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
1612-EOHDH,medium,0.6158,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6702-OHFWR,high,0.7200,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
5296-BFCYD,low,0.0116,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4510-PYUSH,low,0.2203,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9359-JANWS,low,0.0135,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7517-SAWMO,medium,0.4489,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4143-HHPMK,medium,0.4689,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3279-DYZQM,low,0.0061,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7054-LGEQW,medium,0.5446,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0523-VNGTF,low,0.2170,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9575-IWCAZ,low,0.0475,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7105-MXJLL,low,0.0663,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7064-FRRSW,low,0.3234,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7940-UQQUG,low,0.1753,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0923-PNFUB,medium,0.6392,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3961-SXAXY,medium,0.5745,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7010-BRBUU,low,0.0051,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3566-HJGPK,medium,0.5972,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3062-ICYZQ,low,0.3724,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9938-PRCVK,low,0.0184,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0973-KYVNF,low,0.0101,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5129-HHMZC,low,0.0239,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9637-CDTKZ,low,0.0232,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3946-JEWRQ,low,0.1791,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7873-CVMAW,low,0.0074,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0463-WZZKO,low,0.1731,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3494-JCHRQ,high,0.8144,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
6474-FVJLC,high,0.7491,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
4524-QCSSM,low,0.1697,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5832-EXGTT,low,0.1323,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8840-DQLGN,medium,0.4587,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2039-JONDJ,low,0.0653,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7217-JYHOQ,low,0.1229,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6695-FRVEC,low,0.0138,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4547-LYTDD,low,0.3464,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9894-QMIMJ,low,0.0689,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8069-YQQAJ,low,0.2300,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6770-XUAGN,medium,0.4989,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4193-ORFCL,medium,0.6384,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
1636-NTNCO,medium,0.4492,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3466-WAESX,low,0.3485,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9281-PKKZE,low,0.2525,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3638-VBZTA,low,0.0331,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7459-IMVYU,low,0.1304,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7776-QWNFX,low,0.2116,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6689-TCZHQ,medium,0.6450,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8563-OYMQY,medium,0.4090,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0754-EEBDC,low,0.0200,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
